dep,nom,cp,nb_hab_2010,nb_hab_1999,nb_hab_2012,dens,surf,long,lat,alt_min,alt_max
1,Romans,1400,587,522,600,26,22.32,5.03333,46.1167,227,280
1,Pizay,1120,777,638,800,69,11.18,5.08333,45.8833,217,294
1,Certines,1240,1445,1287,1500,90,15.92,5.26667,46.1333,243,277
1,Ruffieu,1260,202,188,200,14,14.03,5.66667,46,605,1195
1,Meximieux,1800,7268,6835,7300,528,13.75,5.2,45.9,206,310
1,Saint-Rambert-en-Bugey,1230,2164,2067,2200,75,28.55,5.43333,45.95,271,819
1,Ambronay,1500,2362,2144,2300,70,33.55,5.35,46,225,765
1,Cize,1250,170,128,200,37,4.52,5.43333,46.2,264,540
1,Saint-Germain-sur-Renon,1240,236,217,200,14,15.8,5.05,46.0833,251,286
1,Villette-sur-Ain,1320,673,472,700,34,19.38,5.26862,45.9884,222,331
1,Dagneux,1120,4099,3760,3900,616,6.65,5.06667,45.85,189,285
1,Boissey,1190,288,202,200,31,9.05,5,46.3833,182,208
1,Salavre,1270,284,285,300,36,7.77,5.35,46.3667,203,561
1,Brion,1460,517,559,500,115,4.48,5.55251,46.1728,469,642
1,Labalme,1450,204,135,200,23,8.8,5.48333,46.1,473,999
1,Sauverny,1220,1078,1017,1100,570,1.89,6.11667,46.3167,449,516
1,Montceaux,1090,1164,908,1100,116,10.03,4.8,46.1,180,244
1,Brénod,1110,544,427,500,22,23.79,5.6,46.0667,831,1136
1,Misérieux,1600,1762,1432,1700,237,7.41,4.81667,45.9833,211,280
1,Prévessin-Moëns,1280,5980,4263,5300,495,12.07,6.08333,46.25,419,486
1,Lent,1240,1328,1148,1300,42,31.48,5.2,46.1167,240,296
1,Marsonnas,1340,1005,728,900,54,18.38,5.06667,46.3333,189,222
1,Manziat,1570,1924,1596,1900,152,12.63,4.9,46.35,170,207
1,Trévoux,1600,6730,6392,6800,1178,5.71,4.76667,45.9333,167,256
1,Bellegarde-sur-Valserine,1200,11790,10878,11400,773,15.25,5.81667,46.1,330,1542
1,Bourg-en-Bresse,1000,40088,40628,40200,1680,23.86,5.21667,46.2,220,273
1,Confort,1200,525,499,500,45,11.66,5.81667,46.15,375,1621
1,Saint-Denis-lès-Bourg,1000,5405,4920,5200,429,12.58,5.2,46.2,209,242
1,Massignieu-de-Rives,1300,608,498,600,63,9.52,5.76667,45.75,220,494
1,Saint-Étienne-sur-Chalaronne,1140,1468,1178,1400,69,20.99,4.86667,46.15,183,261
1,Bohas-Meyriat-Rignat,1250,811,724,800,34,23.51,5.4,46.1333,264,555
1,Chevry,1170,1235,808,1200,211,5.84,6.03333,46.2833,457,580
1,Fareins,1480,2137,1668,2000,259,8.22,4.76667,46.0167,167,253
1,Gorrevod,1190,799,561,700,116,6.88,4.95,46.4167,172,204
1,Valeins,1140,88,67,100,20,4.36,4.86667,46.1167,229,267
1,Vieu-d'Izenave,1430,693,536,700,29,23.73,5.53333,46.0833,540,1103
1,Toussieux,1600,769,732,700,162,4.74,4.83333,45.9667,220,281
1,Arbigny,1190,399,330,400,22,17.47,4.96667,46.4667,169,214
1,Malafretaz,1340,952,674,900,103,9.19,5.15,46.3167,190,223
1,Samognat,1580,718,421,700,51,14.01,5.58333,46.25,288,731
1,Cras-sur-Reyssouze,1340,1256,905,1200,90,13.83,5.16667,46.3,195,229
1,Messimy-sur-Saône,1480,1209,932,1200,203,5.95,4.76473,46.0484,168,226
1,Pougny,1550,802,628,800,103,7.77,5.95,46.1333,326,463
1,Sandrans,1400,524,416,500,18,29.02,4.98333,46.0667,235,291
1,Pont-de-Veyle,1290,1593,1485,1500,821,1.94,4.88333,46.2667,172,179
1,Mijoux,1170,379,312,400,17,22,6,46.3667,866,1614
1,Saint-Jean-de-Gonville,1630,1496,1201,1400,121,12.36,5.95,46.2167,439,1604
1,Saint-André-le-Bouchoux,1240,316,191,300,33,9.32,5.08333,46.1167,259,274
1,Chaneins,1990,820,560,800,64,12.63,4.85,46.1,206,283
1,Joyeux,1800,223,206,200,13,16.58,5.1,45.95,272,298
1,Tramoyes,1390,1674,1525,1600,129,12.93,4.96667,45.8667,268,307
1,Biziat,1290,797,647,800,69,11.39,4.93333,46.2167,179,224
1,Izenave,1430,164,146,200,12,13.04,5.53333,46.0333,663,1008
1,Belmont-Luthézieu,1260,514,400,500,25,19.77,5.66167,45.8795,251,1104
1,Arbent,1100,3476,3623,3400,147,23.49,5.68333,46.3,435,1100
1,Sutrieu,1260,235,218,200,12,19.05,5.65,45.95,459,1200
1,Serrières-de-Briord,1470,1174,960,1100,146,8.03,5.45445,45.8081,200,621
1,Aranc,1110,302,275,300,13,21.65,5.5,46,431,1011
1,Chaley,1230,127,107,100,27,4.6,5.53333,45.95,394,910
1,Curciat-Dongalon,1560,456,406,400,19,23.94,5.15,46.4667,187,218
1,Loyettes,1360,2645,2331,2400,124,21.28,5.2,45.7667,185,204
1,Gex,1170,10372,7771,9700,323,32.02,6.06667,46.3333,532,1614
1,Courtes,1560,266,218,300,29,9.06,5.1,46.4667,192,221
1,Béréziat,1340,445,341,400,41,10.83,5.05,46.3667,185,213
1,Lapeyrouse,1330,292,225,300,14,20.04,4.96667,45.9833,277,295
1,Apremont,1100,363,328,300,24,14.57,5.65833,46.2083,658,1042
1,Villieu-Loyes-Mollon,1800,3095,2405,2900,194,15.91,5.22223,45.9206,207,323
1,Leyment,1150,1273,922,1300,89,14.18,5.3,45.9167,221,321
1,Étrez,1340,803,642,800,66,12.15,5.18333,46.3333,197,229
2,Gercy,2140,295,314,300,46,6.33,3.86667,49.8167,108,189
2,Villemontoire,2210,210,210,200,27,7.65,3.33333,49.3,67,171
2,Brancourt-le-Grand,2110,619,636,600,47,13.14,3.38333,49.9667,120,159
2,Licy-Clignon,2810,87,80,100,21,4.09,3.26667,49.1,80,165
2,Proisy,2120,318,295,300,61,5.2,3.73333,49.9,105,179
2,Chambry,2000,718,784,700,80,8.89,3.65,49.6,67,96
2,Mont-Saint-Jean,2360,80,76,100,20,3.97,4.2,49.7833,192,266
2,Morgny-en-Thiérache,2360,110,96,100,15,6.99,4.06667,49.7667,147,217
2,Mesnil-Saint-Laurent,2720,450,425,400,82,5.45,3.35,49.8333,82,126
2,Annois,2480,383,382,400,64,5.9,3.16667,49.7167,63,158
2,Brunehamel,2360,538,509,500,60,8.9,4.18333,49.7667,198,261
2,Audignicourt,2300,102,98,100,18,5.66,3.13333,49.4833,72,154
2,Montigny-sur-Crécy,2270,309,311,300,36,8.53,3.58333,49.7167,55,124
2,Lor,2190,142,122,100,16,8.87,4.05,49.5333,72,130
2,Chivres-en-Laonnois,2350,367,339,400,27,13.56,3.85,49.6333,68,116
2,Saint-Gobain,2410,2337,2340,2300,78,29.73,3.38333,49.6,53,207
2,Ugny-le-Gay,2300,163,166,200,27,5.9,3.16667,49.6667,66,169
2,Happencourt,2480,148,162,200,28,5.18,3.18333,49.7833,63,101
2,Prouvais,2190,379,393,400,20,18.22,3.98333,49.4667,72,170
2,Azy-sur-Marne,2400,387,381,400,139,2.78,3.36667,49,57,202
2,Terny-Sorny,2880,304,327,300,42,7.07,3.36667,49.45,72,163
2,Droizy,2210,75,79,100,13,5.42,3.38333,49.2833,88,172
2,Pignicourt,2190,164,135,100,23,7.01,4.03333,49.4167,55,87
2,Moussy-Verneuil,2160,127,113,100,19,6.43,3.63333,49.4167,44,160
2,Aguilcourt,2190,349,359,300,33,10.57,3.96667,49.4,54,102
2,Montaigu,2820,732,673,700,31,23.51,3.83333,49.5333,71,199
2,Moulins,2160,99,81,100,61,1.6,3.68333,49.4167,64,179
2,Saulchery,2310,658,660,700,250,2.63,3.3,48.9833,57,180
2,Nanteuil-la-Fosse,2880,147,133,100,19,7.36,3.45,49.4333,79,176
2,Guignicourt,2190,2111,2203,2100,118,17.74,3.96667,49.4333,51,142
2,Bucy-le-Long,2880,1955,1954,2000,152,12.86,3.38333,49.4,39,161
2,Longpont,2600,294,294,300,26,10.94,3.21667,49.2667,77,152
2,Montgobert,2600,198,185,200,17,11.18,3.15,49.3,70,162
2,Noircourt,2340,90,91,100,16,5.45,4.1,49.6667,122,191
2,Rozet-Saint-Albin,2210,286,292,300,35,7.95,3.3,49.2,75,184
2,Chivy-lès-Étouvelles,2000,503,541,500,142,3.54,3.58333,49.5167,57,79
2,Chavonne,2370,193,180,200,53,3.62,3.56667,49.4,42,167
2,Artonges,2330,184,145,200,14,13.12,3.55,48.9333,140,211
2,Oisy,2450,428,417,400,39,10.79,3.66667,50.0167,137,161
2,Juvigny,2880,280,277,300,20,13.85,3.31667,49.45,69,166
2,Marchais-en-Brie,2540,275,240,300,21,12.78,3.48333,48.8833,112,212
2,Bouconville-Vauclair,2860,181,161,200,13,13.04,3.75556,49.4656,84,207
2,La Bouteille,2140,502,508,500,26,19,3.96667,49.8667,125,223
2,Ly-Fontaine,2440,120,86,100,34,3.47,3.3,49.7167,65,100
2,Logny-lès-Aubenton,2500,77,73,100,9,8.15,4.2,49.8333,172,245
2,Cuirieux,2350,161,143,200,24,6.46,3.81667,49.6833,74,121
2,Iron,2510,222,225,200,23,9.51,3.66667,49.95,110,160
2,Joncourt,2420,322,332,300,44,7.25,3.3,49.95,108,153
2,Effry,2500,353,406,400,127,2.77,4,49.9333,134,223
2,Jumigny,2160,69,68,100,27,2.49,3.71667,49.4167,55,173
2,Chaourse,2340,535,522,600,28,18.6,4,49.7,102,187
2,Saint-Rémy-Blanzy,2210,234,203,200,16,13.99,3.3,49.2333,96,208
2,Beaumont-en-Beine,2300,161,137,200,29,5.41,3.13333,49.7,72,147
2,Le Plessier-Huleu,2210,76,77,100,14,5.2,3.35,49.2333,132,203
2,Estrées,2420,416,446,400,59,7.04,3.28333,49.9667,97,149
2,Baulne-en-Brie,2330,288,237,300,15,18.89,3.61667,48.9833,82,243
2,Guivry,2300,263,221,300,36,7.15,3.11667,49.65,73,180
2,Variscourt,2190,214,109,200,38,5.56,3.98333,49.4167,54,80
2,Châtillon-sur-Oise,2240,129,129,100,49,2.62,3.4,49.7833,61,119
2,Soissons,2200,28646,29439,28500,2325,12.32,3.33333,49.3667,38,130
2,Bray-Saint-Christophe,2480,80,68,100,27,2.88,3.15,49.7667,66,91
2,Le Hérie-la-Viéville,2120,239,243,200,25,9.27,3.63333,49.8167,82,152
2,Aubenton,2500,713,713,700,30,23.7,4.2,49.8333,168,259
2,Braye,2880,120,131,100,89,1.34,3.36667,49.4333,57,148
2,Brissay-Choigny,2240,317,301,300,35,8.98,3.36667,49.7167,52,113
2,Remaucourt,2100,319,372,300,50,6.35,3.33333,49.9,78,144
2,Seraucourt-le-Grand,2790,789,713,800,74,10.56,3.21667,49.7833,67,99
2,Berry-au-Bac,2190,575,528,500,70,8.1,3.9,49.4,50,91
2,Vivaise,2870,768,702,800,85,9.02,3.56667,49.6167,65,118
2,Proviseux-et-Plesnoy,2190,116,102,100,10,11.21,4,49.4667,73,143
2,Caumont,2300,562,474,600,98,5.71,3.18333,49.6167,56,156
2,Villers-le-Sec,2240,277,236,300,26,10.57,3.5,49.7833,74,134
2,Vichel-Nanteuil,2210,95,86,100,14,6.39,3.28333,49.1833,77,173
2,Romery,2120,84,63,100,21,3.96,3.73333,49.9,102,168
2,Fontaine-lès-Clercs,2680,289,274,300,54,5.33,3.21667,49.8,67,102
2,Chéry-lès-Pouilly,2000,673,644,700,39,17.22,3.6,49.65,59,116
2,Pithon,2480,75,98,100,30,2.44,3.1,49.75,60,88
2,Beaurieux,2160,793,705,800,81,9.69,3.73333,49.4,46,176
2,Sinceny,2300,2152,2156,2200,163,13.13,3.25,49.6,42,113
2,Bouffignereux,2160,103,110,100,23,4.36,3.85,49.3667,60,175
2,Saint-Gengoulph,2810,149,141,100,19,7.57,3.21667,49.1167,70,169
2,Pargny-les-Bois,2270,136,137,100,19,6.83,3.61667,49.7167,81,137
2,Montigny-l'Allier,2810,272,239,300,26,10.14,3.1,49.1167,55,151
2,Beuvardes,2130,721,637,700,46,15.66,3.48333,49.15,131,226
2,Cuissy-et-Geny,2160,66,59,100,13,4.97,3.7,49.4167,45,191
2,Reuilly-Sauvigny,2850,229,213,200,35,6.54,3.55,49.0667,62,241
2,Vailly-sur-Aisne,2370,2081,2082,2100,208,9.97,3.51667,49.4167,42,192
2,Bièvres,2860,73,76,100,27,2.64,3.71667,49.5,82,184
2,Berny-Rivière,2290,613,582,600,77,7.87,3.15,49.4167,36,140
2,Perles,2160,80,66,100,21,3.7,3.65,49.3167,83,179
2,Fontenelle-en-Brie,2540,210,171,200,24,8.47,3.48333,48.9167,188,222
2,Neuflieux,2300,95,92,100,50,1.9,3.16667,49.6,54,96
2,Sainte-Croix,2820,139,124,100,41,3.35,3.78333,49.4833,101,198
2,Pargny-la-Dhuys,2330,170,158,200,13,12.66,3.55,48.95,109,221
2,Brenelle,2220,199,190,200,45,4.34,3.53333,49.3667,60,174
2,Urvillers,2690,610,591,600,44,13.69,3.31667,49.7833,72,126
2,Laversine,2600,152,99,100,21,7.22,3.16667,49.35,54,161
2,Origny-Sainte-Benoite,2390,1726,1767,1700,74,23.3,3.5,49.8333,67,139
2,Cuiry-Housse,2220,107,110,100,12,8.54,3.48333,49.3,83,149
2,La Neuville-lès-Dorengt,2450,385,348,400,35,10.88,3.68333,49.9667,124,176
2,Blanzy-lès-Fismes,2160,91,93,100,17,5.27,3.66667,49.3333,80,182
2,Hargicourt,2420,557,559,500,68,8.12,3.18,49.9623,102,151
2,Villers-sur-Fère,2130,486,420,500,45,10.79,3.53333,49.1833,115,214
2,La Hérie,2500,153,164,200,36,4.22,4.05,49.8833,146,222
2,Bonnesvalyn,2400,242,198,200,38,6.34,3.31667,49.1167,100,210
2,Haution,2140,147,153,100,15,9.34,3.83333,49.85,130,199
2,Berzy-le-Sec,2200,396,395,400,33,11.69,3.31667,49.3333,52,154
2,La Vallée-au-Blé,2140,347,342,300,67,5.17,3.78333,49.8667,164,186
2,Le Catelet,2420,194,220,200,473,0.41,3.25,50,87,108
2,Gizy,2350,684,664,700,66,10.25,3.76667,49.6,69,95
2,Saint-Algis,2260,159,146,200,23,6.89,3.81667,49.8833,112,191
2,Saint-Aubin,2300,322,273,300,38,8.36,3.18333,49.5167,49,154
2,Bancigny,2140,28,32,0,8,3.32,4.01667,49.8,147,216
2,Villeneuve-sur-Fère,2130,286,231,300,27,10.3,3.46667,49.1833,118,226
2,Fleury,2600,129,148,100,19,6.51,3.15639,49.2581,91,191
2,Quincy-sous-le-Mont,2220,66,52,100,13,5.04,3.55,49.3,53,137
2,Besny-et-Loizy,2870,372,350,400,38,9.76,3.58333,49.6,72,118
2,Chéry-lès-Rozoy,2360,105,114,100,22,4.73,4.08333,49.7167,127,215
2,Chauny,2300,11983,12512,12100,902,13.28,3.21667,49.6167,42,96
2,Sommette-Eaucourt,2480,158,157,100,25,6.28,3.11667,49.7333,61,76
2,Lierval,2860,115,132,100,30,3.77,3.61667,49.4833,90,190
2,Chézy-sur-Marne,2570,1327,1324,1300,59,22.43,3.36667,48.9833,57,220
2,Oulches-la-Vallée-Foulon,2160,63,49,100,14,4.45,3.75,49.4333,70,194
2,Anizy-le-Château,2320,1895,1902,1900,199,9.49,3.45,49.5,52,166
2,Maizy,2160,425,354,400,59,7.09,3.73333,49.3833,46,171
2,Fourdrain,2870,404,433,400,42,9.45,3.46667,49.6,57,181
2,Nampteuil-sous-Muret,2200,85,76,100,25,3.38,3.41667,49.3,72,171
2,Urcel,2000,549,556,600,76,7.2,3.55,49.5,58,171
2,Louâtre,2600,213,215,200,19,11.02,3.25,49.25,77,186
2,Barzy-en-Thiérache,2170,306,313,300,40,7.63,3.75,50.0333,152,202
2,Condé-en-Brie,2330,656,626,700,143,4.56,3.55,49,75,221
2,Dampleux,2600,437,380,400,53,8.19,3.15,49.25,92,187
2,Sommelans,2470,57,53,100,13,4.28,3.3,49.1333,127,181
2,Pontruet,2490,339,324,300,50,6.75,3.23333,49.9,72,143
2,Oigny-en-Valois,2600,142,163,200,11,11.88,3.13333,49.2167,72,158
2,Loupeigne,2130,78,77,100,10,7.3,3.53333,49.25,79,140
2,Lhuys,2220,149,115,100,30,4.95,3.55,49.2833,67,146
2,Éparcy,2500,44,49,0,5,7.52,4.06667,49.8667,147,207
2,La Chapelle-Monthodon,2330,189,209,200,13,14.28,3.63333,49.0167,112,254
2,Morsain,2290,426,416,400,29,14.34,3.18333,49.45,52,154
2,Jaulgonne,2850,666,616,700,374,1.78,3.53333,49.0833,62,211
2,Chermizy-Ailles,2860,96,70,100,8,10.95,3.73333,49.4667,78,198
2,Becquigny,2110,284,273,300,60,4.67,3.46973,50.0173,135,166
2,Festieux,2840,604,509,500,90,6.67,3.75,49.5167,89,208
2,Villers-lès-Guise,2120,165,182,200,20,8.06,3.68333,49.9,130,163
2,Nampcelles-la-Cour,2140,137,133,100,12,10.89,4,49.7833,122,207
2,Montigny-en-Arrouaise,2110,300,273,300,30,9.77,3.48333,49.9,90,154
2,Berrieux,2820,177,160,200,35,4.98,3.85,49.4833,72,159
2,Chigny,2120,155,160,200,14,10.47,3.76667,49.9167,107,198
2,Muret-et-Crouttes,2210,139,100,100,26,5.24,3.41667,49.2833,76,151
2,Flavigny-le-Grand-et-Beaurain,2120,473,464,500,34,13.63,3.66473,49.8909,96,161
2,Laon,2000,25986,26241,26200,618,42,3.61667,49.5667,63,183
2,Saint-Clément,2360,51,59,100,10,5.01,4.06667,49.7667,141,212
2,Dercy,2270,367,399,400,32,11.17,3.68333,49.7,63,140
2,Anguilcourt-le-Sart,2800,292,268,300,31,9.14,3.43333,49.6833,50,111
2,Villers-en-Prayères,2160,122,108,100,21,5.74,3.66667,49.3833,43,144
2,Chalandry,2270,217,224,200,28,7.66,3.63333,49.6833,61,135
2,Laval-en-Laonnois,2860,255,213,300,56,4.51,3.6,49.5,57,178
2,Fressancourt,2800,210,184,200,83,2.51,3.41667,49.6167,57,113
2,Le Sourd,2140,162,151,200,22,7.36,3.75,49.8667,127,176
2,Fontaine-Notre-Dame,2110,384,381,400,32,11.9,3.43333,49.8833,77,142
2,Chéry-Chartreuve,2220,341,309,300,24,13.69,3.61667,49.2667,92,207
2,Mortefontaine,2600,239,255,200,20,11.9,3.07611,49.3317,64,162
2,Serain,2110,381,420,400,57,6.65,3.36667,50.0167,114,152
2,Maast-et-Violaine,2220,160,155,200,14,10.96,3.45,49.2833,78,154
2,Neuville-sur-Ailette,2860,96,78,100,21,4.45,3.7,49.4667,77,178
2,Francilly-Selency,2760,465,435,500,85,5.43,3.23333,49.85,86,128
2,Bézu-le-Guéry,2310,259,204,300,23,11.1,3.23333,49.0167,64,212
2,Marle,2250,2351,2524,2400,170,13.79,3.76667,49.7333,75,140
2,Lemé,2140,447,476,500,39,11.36,3.76667,49.8333,138,183
2,Cierges,2130,74,62,100,9,8.22,3.6,49.1667,133,226
2,Craonne,2160,76,67,100,8,8.62,3.78333,49.4333,59,192
2,Courtemont-Varennes,2850,298,295,300,49,5.98,3.55,49.0667,62,224
2,Pommiers,2200,637,602,600,95,6.69,3.26667,49.4,38,134
2,Gland,2400,497,452,500,87,5.65,3.46667,49.05,62,218
2,Landouzy-la-Cour,2140,167,174,100,16,10.12,3.98333,49.85,150,221
2,Montigny-lès-Condé,2330,79,56,100,16,4.77,3.56667,48.9833,81,223
2,Leuilly-sous-Coucy,2380,413,418,400,32,12.69,3.33333,49.4833,51,162
2,Ploisy,2200,82,88,100,28,2.87,3.3,49.3333,73,166
2,Serval,2160,44,43,0,20,2.14,3.68333,49.35,74,169
2,Billy-sur-Ourcq,2210,215,201,200,21,10.17,3.3,49.2167,105,194
2,Ambrief,2200,63,84,100,14,4.5,3.4,49.3167,76,166
2,Prisces,2140,114,105,100,17,6.63,3.86667,49.7833,95,172
2,Roupy,2590,241,262,200,40,5.9,3.18333,49.8167,79,102
2,Ronchères,2130,130,111,100,21,6.06,3.6,49.15,149,227
2,Lugny,2140,126,145,100,26,4.77,3.81667,49.7833,82,172
2,Chézy-en-Orxois,2810,360,349,400,22,16.15,3.18333,49.1333,65,169
2,Dhuizel,2220,115,104,100,16,6.81,3.61667,49.3667,69,177
2,Étampes-sur-Marne,2400,1164,1311,1200,519,2.24,3.41667,49.0333,59,213
2,Vaux-en-Vermandois,2590,137,131,200,35,3.85,3.15,49.8167,75,99
2,Boué,2450,1265,1289,1200,121,10.44,3.7,50.0167,140,189
2,La Fère,2800,3037,2817,3000,451,6.73,3.36667,49.6667,47,80
2,Saint-Michel,2830,3535,3653,3500,83,42.2,4.13333,49.9167,172,278
2,Castres,2680,231,164,200,40,5.71,3.23333,49.8,67,104
2,Mesbrecourt-Richecourt,2270,298,289,300,33,8.98,3.55,49.7,54,113
2,Beugneux,2210,122,83,100,15,7.68,3.41667,49.2333,92,202
2,Clermont-les-Fermes,2340,120,131,100,12,9.3,3.95,49.6667,99,149
2,Condren,2700,707,683,700,126,5.58,3.28333,49.6167,44,71
2,Franqueville,2140,130,123,100,42,3.04,3.80945,49.81,99,172
2,Arcy-Sainte-Restitue,2130,427,369,400,16,26.43,3.46667,49.25,79,197
2,Burelles,2140,138,152,100,9,13.83,3.9,49.7833,101,181
2,Rocourt-Saint-Martin,2210,321,298,300,55,5.76,3.38333,49.15,109,212
2,Commenchon,2300,191,155,200,57,3.33,3.16667,49.6333,63,182
2,Voulpaix,2140,405,370,400,35,11.55,3.83333,49.8333,114,187
2,Bucy-lès-Cerny,2870,185,170,200,21,8.74,3.51667,49.5833,87,196
2,Renansart,2240,169,176,200,19,8.71,3.45,49.7167,76,126
2,Presles-et-Boves,2370,356,343,400,37,9.61,3.55,49.4,42,174
2,Lavaqueresse,2450,212,209,200,47,4.44,3.70833,49.95,132,175
2,Cuffies,2880,1686,1489,1700,335,5.02,3.31667,49.4167,39,155
2,Villequier-Aumont,2300,631,602,600,51,12.34,3.2,49.65,52,121
2,Vendelles,2490,110,127,100,20,5.28,3.13333,49.9167,78,123
2,Attilly,2490,384,394,400,32,11.81,3.16667,49.85,66,141
2,Berlancourt,2250,104,93,100,20,5.2,3.75806,49.7787,105,156
2,Grisolles,2210,193,159,200,18,10.63,3.35,49.15,125,212
2,Courcelles-sur-Vesle,2220,345,295,300,39,8.81,3.57195,49.3381,52,176
2,Sons-et-Ronchères,2270,234,236,200,25,9.2,3.66667,49.75,78,145
2,Seringes-et-Nesles,2130,296,236,300,21,13.49,3.53333,49.2,117,193
2,Grandlup-et-Fay,2350,320,325,300,15,20.3,3.73333,49.6667,63,101
2,Coincy,2210,1310,1149,1300,75,17.24,3.41667,49.1667,91,218
2,Marly-Gomont,2120,414,427,400,32,12.91,3.8,49.9,107,184
2,Macogny,2470,81,56,100,13,6.17,3.23333,49.1667,99,162
2,Tartiers,2290,190,168,200,21,8.89,3.23333,49.4333,54,149
2,Gibercourt,2440,45,37,0,16,2.69,3.28333,49.7333,79,106
2,Pontru,2490,286,276,300,19,14.98,3.21667,49.9,72,152
2,Trélou-sur-Marne,2850,985,891,1000,48,20.35,3.60695,49.077,62,234
2,La Ville-aux-Bois-lès-Dizy,2340,180,205,200,17,10.22,3.99334,49.6612,115,149
2,Amigny-Rouy,2700,731,626,700,55,13.08,3.3,49.6,44,147
2,Charmes,2800,1659,1748,1700,453,3.66,3.38333,49.65,47,100
2,Viffort,2540,333,212,300,33,9.83,3.45,48.9667,159,224
2,Mâchecourt,2350,122,122,100,12,10.08,3.84167,49.6583,67,103
2,Nogent-l'Artaud,2310,2137,2050,2100,89,23.99,3.31667,48.9667,57,222
2,Tannières,2220,14,24,0,5,2.55,3.55,49.2833,64,141
2,Saint-Erme-Outre-et-Ramecourt,2820,1832,1860,1800,91,20.11,3.85,49.5167,75,208
2,Jouaignes,2220,170,151,200,21,7.84,3.5,49.3,68,142
2,Vaucelles-et-Beffecourt,2000,210,195,200,52,4.03,3.55,49.5333,58,168
2,Lesquielles-Saint-Germain,2120,859,847,900,52,16.21,3.61667,49.9333,86,157
2,Aizy-Jouy,2370,287,240,300,19,14.63,3.51639,49.4348,56,195
2,Faucoucourt,2320,311,280,300,42,7.35,3.46667,49.5333,61,191
2,Chavigny,2880,153,153,200,28,5.28,3.3,49.4333,60,156
2,Veuilly-la-Poterie,2810,138,127,100,18,7.54,3.21667,49.0833,72,176
2,Mézy-Moulins,2650,523,461,500,116,4.48,3.5,49.0667,62,220
2,Gernicourt,2160,50,55,100,6,7.47,3.86667,49.4,49,92
2,Quincy-Basse,2380,58,68,100,14,3.87,3.38333,49.5167,58,153
2,Sergy,2130,164,143,200,12,13.32,3.56667,49.1833,122,217
2,Toulis-et-Attencourt,2250,133,114,100,17,7.42,3.73333,49.6833,66,109
2,Puiseux-en-Retz,2600,217,234,200,21,9.88,3.13333,49.3,78,226
2,Leuze,2500,162,171,200,15,10.19,4.15,49.85,163,226
2,Crézancy,2650,1110,1068,1100,157,7.06,3.5,49.05,62,233
2,Noyales,2120,171,141,200,23,7.18,3.55,49.9,80,151
2,Marigny-en-Orxois,2810,462,415,500,29,15.56,3.21667,49.0667,84,216
2,Foreste,2590,184,142,200,37,4.94,3.1,49.8167,63,91
2,Wissignicourt,2320,150,142,100,33,4.46,3.43333,49.5333,62,191
2,Tavaux-et-Pontséricourt,2250,601,592,600,23,25.42,3.91667,49.7333,92,185
2,Saponay,2130,259,246,300,26,9.93,3.48333,49.2167,97,176
2,Ébouleau,2350,206,203,200,15,13.03,3.86667,49.6667,87,139
2,Orainville,2190,492,336,500,56,8.69,4.01667,49.3833,57,89
2,Missy-lès-Pierrepont,2350,114,95,100,17,6.6,3.8,49.6333,68,91
2,Neuilly-Saint-Front,2470,2175,2088,2200,121,17.89,3.26667,49.1667,72,181
2,Tergnier,2700,14139,15096,14500,787,17.95,3.3,49.65,44,90
2,La Ferté-Milon,2460,2240,2108,2300,122,18.35,3.11667,49.1667,62,156
2,Bassoles-Aulers,2380,132,144,100,18,7.03,3.38333,49.5333,80,200
2,Le Verguier,2490,224,231,200,52,4.28,3.16667,49.9333,74,135
2,Ostel,2370,80,82,100,8,9.1,3.56667,49.4333,64,195
2,Sissy,2240,484,502,500,44,10.76,3.43333,49.8,62,127
2,Leury,2880,104,113,100,28,3.69,3.33333,49.4333,79,162
2,La Croix-sur-Ourcq,2210,124,91,100,11,10.45,3.35,49.1667,100,204
2,Pernant,2200,708,646,700,72,9.83,3.23333,49.3833,37,151
2,Étreux,2510,1509,1669,1600,145,10.36,3.65,49.9833,115,160
2,Bruys,2220,19,19,0,3,5.7,3.56667,49.2667,72,188
2,Fontenelle,2170,289,272,300,27,10.47,3.86667,50.0333,172,223
2,Cerseuil,2220,91,80,100,19,4.61,3.51667,49.3333,65,159
2,Voharies,2140,68,78,100,20,3.32,3.8,49.7833,87,156
2,Saint-Pierre-Aigle,2600,352,354,400,29,12.02,3.18333,49.3167,68,163
2,Saint-Martin-Rivière,2110,125,119,100,22,5.52,3.53333,50.05,108,163
2,Nanteuil-Notre-Dame,2210,67,76,100,18,3.72,3.4,49.2,87,129
2,Selens,2300,238,209,200,31,7.65,3.2,49.5,57,154
2,Monthenault,2860,120,106,100,40,2.94,3.66667,49.4833,101,198
2,Saint-Eugène,2330,238,203,200,35,6.75,3.53333,49.0167,70,231
2,Étouvelles,2000,223,199,200,93,2.38,3.58333,49.5333,59,67
2,Faverolles,2600,343,319,300,24,13.79,3.17639,49.2242,67,177
2,Lislet,2340,239,232,200,29,8.2,4.01667,49.6833,111,162
2,Vendeuil,2800,918,858,900,63,14.45,3.35,49.7167,49,112
2,Folembray,2670,1504,1492,1500,169,8.85,3.28333,49.55,49,152
2,Courbes,2800,34,31,0,10,3.16,3.45,49.6833,52,83
2,Chacrise,2200,312,339,300,24,12.74,3.4,49.3,65,173
2,Serches,2220,313,294,300,34,9.1,3.45,49.35,67,173
